,declarationDate,fyDeclared
21498,2005-02-08T20:05:00.000Z,2005
21499,2005-02-15T14:34:00.000Z,2005
21500,2005-02-15T14:34:00.000Z,2005
21501,2005-02-08T20:05:00.000Z,2005
21502,2005-02-15T14:34:00.000Z,2005
21503,2005-02-08T20:05:00.000Z,2005
21504,2005-02-08T20:05:00.000Z,2005
21505,2005-02-15T14:34:00.000Z,2005
21506,2005-02-15T14:34:00.000Z,2005
21507,2005-02-08T20:05:00.000Z,2005
21508,2005-02-08T20:05:00.000Z,2005
21509,2005-02-08T20:05:00.000Z,2005
21510,2005-02-08T20:05:00.000Z,2005
21511,2005-02-15T14:34:00.000Z,2005
21512,2005-02-08T20:05:00.000Z,2005
21513,2005-02-08T20:05:00.000Z,2005
21514,2005-02-08T20:05:00.000Z,2005
21515,2005-02-15T14:34:00.000Z,2005
21516,2005-02-15T14:34:00.000Z,2005
21517,2005-02-08T20:05:00.000Z,2005
21518,2005-02-15T14:34:00.000Z,2005
21519,2005-02-08T20:05:00.000Z,2005
21520,2005-02-08T20:05:00.000Z,2005
21521,2005-02-08T20:05:00.000Z,2005
21522,2005-02-15T14:34:00.000Z,2005
21523,2005-02-15T14:34:00.000Z,2005
21524,2005-02-08T20:05:00.000Z,2005
21525,2005-02-08T20:05:00.000Z,2005
21526,2005-02-15T14:34:00.000Z,2005
21527,2005-02-15T14:34:00.000Z,2005
21528,2005-02-08T20:05:00.000Z,2005
21529,2005-02-08T20:05:00.000Z,2005
21530,2005-02-15T14:34:00.000Z,2005
21531,2005-02-08T20:05:00.000Z,2005
21532,2005-02-08T20:05:00.000Z,2005
21533,2005-02-08T20:05:00.000Z,2005
21534,2005-02-15T14:34:00.000Z,2005
21535,2005-02-15T14:34:00.000Z,2005
21536,2005-02-08T20:05:00.000Z,2005
21537,2005-02-08T20:05:00.000Z,2005
21538,2005-02-15T14:34:00.000Z,2005
21539,2005-02-15T14:34:00.000Z,2005
21540,2005-02-15T14:34:00.000Z,2005
21541,2005-02-15T14:34:00.000Z,2005
21542,2005-02-15T14:34:00.000Z,2005
21543,2005-02-15T14:34:00.000Z,2005
21544,2005-02-15T14:34:00.000Z,2005
21545,2005-02-15T14:34:00.000Z,2005
21546,2005-02-15T14:34:00.000Z,2005
21547,2005-02-15T14:34:00.000Z,2005
21548,2005-02-15T14:34:00.000Z,2005
21549,2005-02-15T14:34:00.000Z,2005
21550,2005-02-15T14:34:00.000Z,2005
21551,2005-02-15T14:34:00.000Z,2005
21552,2005-02-15T14:34:00.000Z,2005
21553,2005-02-15T14:34:00.000Z,2005
21554,2005-02-15T14:34:00.000Z,2005
21555,2005-02-15T14:34:00.000Z,2005
21556,2005-02-15T14:34:00.000Z,2005
21557,2005-03-07T21:18:00.000Z,2005
21558,2005-02-17T20:35:00.000Z,2005
21559,2005-02-15T14:34:00.000Z,2005
21560,2005-04-14T20:26:00.000Z,2005
21561,2005-02-15T14:34:00.000Z,2005
21562,2005-02-15T14:34:00.000Z,2005
21563,2005-04-14T20:18:00.000Z,2005
21564,2005-02-18T13:19:00.000Z,2005
21565,2005-02-15T14:34:00.000Z,2005
21566,2005-02-15T14:34:00.000Z,2005
21567,2005-04-14T20:26:00.000Z,2005
21568,2005-04-14T20:18:00.000Z,2005
21569,2005-02-15T14:34:00.000Z,2005
21570,2005-02-15T14:34:00.000Z,2005
21571,2005-02-15T14:34:00.000Z,2005
21572,2005-02-18T13:19:00.000Z,2005
21573,2005-02-17T20:35:00.000Z,2005
21574,2005-04-14T20:26:00.000Z,2005
21575,2005-04-14T20:26:00.000Z,2005
21576,2005-02-15T14:34:00.000Z,2005
21577,2005-04-14T20:18:00.000Z,2005
21578,2005-02-17T20:35:00.000Z,2005
21579,2005-04-14T20:26:00.000Z,2005
21580,2005-02-15T14:34:00.000Z,2005
21581,2005-02-18T13:19:00.000Z,2005
21582,2005-03-07T21:18:00.000Z,2005
21583,2005-04-14T20:26:00.000Z,2005
21584,2005-02-15T14:34:00.000Z,2005
21585,2005-02-15T14:34:00.000Z,2005
21586,2005-02-17T20:35:00.000Z,2005
21587,2005-04-14T20:18:00.000Z,2005
21588,2005-04-14T20:26:00.000Z,2005
21589,2005-02-15T14:34:00.000Z,2005
21590,2005-02-15T14:34:00.000Z,2005
21591,2005-03-14T16:55:00.000Z,2005
21592,2005-04-14T20:18:00.000Z,2005
21593,2005-02-15T14:34:00.000Z,2005
21594,2005-02-17T20:35:00.000Z,2005
21595,2005-04-14T20:26:00.000Z,2005
21596,2005-02-15T14:34:00.000Z,2005
21597,2005-02-15T14:34:00.000Z,2005
21598,2005-02-18T13:19:00.000Z,2005
21599,2005-04-14T20:18:00.000Z,2005
21600,2005-02-15T14:34:00.000Z,2005
21601,2005-02-15T14:34:00.000Z,2005
21602,2005-02-17T20:35:00.000Z,2005
21603,2005-02-17T20:35:00.000Z,2005
21604,2005-04-14T20:26:00.000Z,2005
21605,2005-04-14T20:26:00.000Z,2005
21606,2005-02-17T20:35:00.000Z,2005
21607,2005-04-14T20:26:00.000Z,2005
21608,2005-04-14T20:26:00.000Z,2005
21609,2005-02-15T14:34:00.000Z,2005
21610,2005-04-14T20:18:00.000Z,2005
21611,2005-02-15T14:34:00.000Z,2005
21612,2005-02-18T13:19:00.000Z,2005
21613,2005-04-14T20:22:00.000Z,2005
21614,2005-04-14T20:22:00.000Z,2005
21615,2005-04-19T20:41:00.000Z,2005
21616,2005-04-14T20:22:00.000Z,2005
21617,2005-04-19T20:41:00.000Z,2005
21618,2005-04-14T20:22:00.000Z,2005
21619,2005-04-14T20:22:00.000Z,2005
21620,2005-04-19T20:41:00.000Z,2005
21621,2005-04-14T20:22:00.000Z,2005
21622,2005-04-14T20:22:00.000Z,2005
21623,2005-04-19T20:41:00.000Z,2005
21624,2005-04-14T20:22:00.000Z,2005
21625,2005-04-19T20:41:00.000Z,2005
21626,2005-04-14T20:22:00.000Z,2005
21627,2005-04-19T20:41:00.000Z,2005
21628,2005-04-14T20:22:00.000Z,2005
21629,2005-04-14T20:22:00.000Z,2005
21630,2005-04-19T20:41:00.000Z,2005
21631,2005-04-19T20:41:00.000Z,2005
21632,2005-06-23T16:00:00.000Z,2005
21633,2005-06-23T16:00:00.000Z,2005
21634,2005-07-10T17:40:00.000Z,2005
21635,2005-04-19T20:41:00.000Z,2005
21636,2005-04-19T20:41:00.000Z,2005
21637,2005-06-29T17:44:00.000Z,2005
21638,2005-06-29T17:44:00.000Z,2005
21639,2005-07-10T17:40:00.000Z,2005
21640,2005-04-19T20:41:00.000Z,2005
21641,2005-07-10T17:40:00.000Z,2005
21642,2005-07-06T13:47:00.000Z,2005
21643,2005-04-19T20:41:00.000Z,2005
21644,2005-04-19T20:41:00.000Z,2005
21645,2005-06-29T17:44:00.000Z,2005
21646,2005-06-29T17:44:00.000Z,2005
21647,2005-04-19T20:41:00.000Z,2005
21648,2005-07-10T17:40:00.000Z,2005
21649,2005-06-23T16:00:00.000Z,2005
21650,2005-06-23T16:00:00.000Z,2005
21651,2005-07-10T17:40:00.000Z,2005
21652,2005-07-06T13:47:00.000Z,2005
21653,2005-04-19T20:41:00.000Z,2005
21654,2005-04-19T20:41:00.000Z,2005
21655,2005-06-29T17:44:00.000Z,2005
21656,2005-04-19T20:41:00.000Z,2005
21657,2005-06-29T17:44:00.000Z,2005
21658,2005-04-19T20:41:00.000Z,2005
21659,2005-04-19T20:41:00.000Z,2005
21660,2005-06-29T17:44:00.000Z,2005
21661,2005-06-23T16:00:00.000Z,2005
21662,2005-07-10T17:40:00.000Z,2005
21663,2005-07-10T17:40:00.000Z,2005
21664,2005-04-19T20:41:00.000Z,2005
21665,2005-04-19T20:41:00.000Z,2005
21666,2005-06-29T17:44:00.000Z,2005
21667,2005-06-29T17:44:00.000Z,2005
21668,2005-07-10T17:40:00.000Z,2005
21669,2005-04-19T20:41:00.000Z,2005
21670,2005-06-23T16:00:00.000Z,2005
21671,2005-06-23T16:00:00.000Z,2005
21672,2005-07-10T17:40:00.000Z,2005
21673,2005-07-10T17:40:00.000Z,2005
21674,2005-04-19T20:41:00.000Z,2005
21675,2005-04-19T20:41:00.000Z,2005
21676,2005-06-29T17:44:00.000Z,2005
21677,2005-06-29T17:44:00.000Z,2005
21678,2005-07-10T17:40:00.000Z,2005
21679,2005-04-19T20:41:00.000Z,2005
21680,2005-06-23T16:00:00.000Z,2005
21681,2005-07-10T17:40:00.000Z,2005
21682,2005-07-10T17:40:00.000Z,2005
21683,2005-04-19T20:41:00.000Z,2005
21684,2005-06-23T16:00:00.000Z,2005
21685,2005-07-10T17:40:00.000Z,2005
21686,2005-04-19T20:41:00.000Z,2005
21687,2005-06-29T17:44:00.000Z,2005
21688,2005-04-19T20:41:00.000Z,2005
21689,2005-06-23T16:00:00.000Z,2005
21690,2005-07-10T17:40:00.000Z,2005
21691,2005-04-19T20:41:00.000Z,2005
21692,2005-04-19T20:41:00.000Z,2005
21693,2005-06-29T17:44:00.000Z,2005
21694,2005-06-23T16:00:00.000Z,2005
21695,2005-07-10T17:40:00.000Z,2005
21696,2005-07-10T17:40:00.000Z,2005
21697,2005-07-10T17:40:00.000Z,2005
21698,2005-07-10T17:40:00.000Z,2005
21699,2005-07-10T17:40:00.000Z,2005
21700,2005-07-10T17:40:00.000Z,2005
21701,2005-07-10T17:40:00.000Z,2005
21702,2005-07-10T19:06:00.000Z,2005
21703,2005-07-10T17:40:00.000Z,2005
21704,2005-07-10T17:40:00.000Z,2005
21705,2005-07-10T17:40:00.000Z,2005
21706,2005-07-10T17:40:00.000Z,2005
21707,2005-07-10T17:40:00.000Z,2005
21708,2005-07-10T17:40:00.000Z,2005
21709,2005-07-10T17:40:00.000Z,2005
21710,2005-07-10T17:40:00.000Z,2005
21711,2005-07-10T17:40:00.000Z,2005
21712,2005-07-10T17:40:00.000Z,2005
21713,2005-07-10T19:06:00.000Z,2005
21714,2005-07-10T19:06:00.000Z,2005
21715,2005-07-10T17:40:00.000Z,2005
21716,2005-07-10T19:06:00.000Z,2005
21717,2005-07-10T17:40:00.000Z,2005
21718,2005-07-10T17:40:00.000Z,2005
21719,2005-07-10T17:40:00.000Z,2005
21720,2005-07-10T19:06:00.000Z,2005
21721,2005-07-10T19:06:00.000Z,2005
21722,2005-07-10T19:06:00.000Z,2005
21723,2005-07-10T19:06:00.000Z,2005
21724,2005-07-10T19:06:00.000Z,2005
21725,2005-07-10T19:06:00.000Z,2005
21726,2005-07-10T19:06:00.000Z,2005
21727,2005-07-10T19:06:00.000Z,2005
21728,2005-07-10T19:06:00.000Z,2005
21729,2005-07-10T19:06:00.000Z,2005
21730,2005-07-10T19:06:00.000Z,2005
21731,2005-07-10T19:06:00.000Z,2005
21732,2005-07-10T17:40:00.000Z,2005
21733,2005-07-10T19:06:00.000Z,2005
21734,2005-07-10T19:06:00.000Z,2005
21735,2005-07-10T19:06:00.000Z,2005
21736,2005-07-10T19:06:00.000Z,2005
21737,2005-07-10T19:06:00.000Z,2005
21738,2005-07-10T19:06:00.000Z,2005
21739,2005-07-10T19:06:00.000Z,2005
21740,2005-07-10T19:06:00.000Z,2005
21741,2005-07-10T17:40:00.000Z,2005
21742,2005-07-10T19:06:00.000Z,2005
21743,2005-07-10T19:06:00.000Z,2005
21744,2005-07-10T19:06:00.000Z,2005
21745,2005-07-10T19:06:00.000Z,2005
21746,2005-07-10T19:06:00.000Z,2005
21747,2005-07-10T19:06:00.000Z,2005
21748,2005-07-10T17:40:00.000Z,2005
21749,2005-07-10T19:06:00.000Z,2005
21750,2005-07-10T19:06:00.000Z,2005
21751,2005-07-10T19:06:00.000Z,2005
21752,2005-07-10T17:40:00.000Z,2005
21753,2005-07-10T19:06:00.000Z,2005
21754,2005-07-10T19:06:00.000Z,2005
21755,2005-07-10T17:40:00.000Z,2005
21756,2005-07-10T19:06:00.000Z,2005
21757,2005-07-10T19:06:00.000Z,2005
21758,2005-07-10T19:06:00.000Z,2005
21759,2005-07-10T19:06:00.000Z,2005
21760,2005-07-10T19:06:00.000Z,2005
21761,2005-07-10T17:40:00.000Z,2005
21762,2005-07-10T19:06:00.000Z,2005
21763,2005-07-10T19:06:00.000Z,2005
21764,2005-07-10T19:06:00.000Z,2005
21765,2005-07-10T19:06:00.000Z,2005
21766,2005-07-10T19:06:00.000Z,2005
21767,2005-07-10T19:06:00.000Z,2005
21768,2005-07-10T19:06:00.000Z,2005
21769,2005-07-10T19:06:00.000Z,2005
21770,2005-07-10T19:06:00.000Z,2005
21771,2005-07-10T17:40:00.000Z,2005
21772,2005-07-10T17:40:00.000Z,2005
21773,2005-07-10T19:06:00.000Z,2005
21774,2005-07-10T19:06:00.000Z,2005
21775,2005-07-10T19:06:00.000Z,2005
21776,2005-07-10T19:06:00.000Z,2005
21777,2005-07-10T19:06:00.000Z,2005
21778,2005-07-10T19:06:00.000Z,2005
21779,2005-07-10T19:06:00.000Z,2005
21780,2005-07-10T17:40:00.000Z,2005
21781,2005-07-10T19:06:00.000Z,2005
21782,2005-07-10T19:06:00.000Z,2005
21783,2005-07-10T19:06:00.000Z,2005
21784,2005-07-10T17:40:00.000Z,2005
21785,2005-07-10T19:06:00.000Z,2005
21786,2005-07-10T19:06:00.000Z,2005
21787,2005-07-22T18:51:00.000Z,2005
21788,2005-07-22T18:46:00.000Z,2005
21789,2005-07-22T18:51:00.000Z,2005
21790,2005-07-22T18:46:00.000Z,2005
21791,2005-07-10T19:06:00.000Z,2005
21792,2005-07-22T18:46:00.000Z,2005
21793,2005-07-22T18:51:00.000Z,2005
21794,2005-07-22T18:46:00.000Z,2005
21795,2005-07-22T18:46:00.000Z,2005
21796,2005-07-22T18:46:00.000Z,2005
21797,2005-07-22T18:46:00.000Z,2005
21798,2005-07-22T18:51:00.000Z,2005
21799,2005-07-22T18:51:00.000Z,2005
21800,2005-07-22T18:51:00.000Z,2005
21801,2005-07-22T18:51:00.000Z,2005
21802,2005-07-22T18:51:00.000Z,2005
21803,2005-07-22T18:51:00.000Z,2005
21804,2005-07-22T18:51:00.000Z,2005
21805,2005-07-22T18:51:00.000Z,2005
21806,2005-07-22T18:51:00.000Z,2005
21807,2005-07-22T18:51:00.000Z,2005
21808,2005-07-22T18:51:00.000Z,2005
21809,2005-08-28T16:34:00.000Z,2005
21810,2005-08-23T19:45:00.000Z,2005
21811,2005-08-29T16:28:00.000Z,2005
21812,2005-07-22T18:51:00.000Z,2005
21813,2005-07-22T18:51:00.000Z,2005
21814,2005-07-22T18:51:00.000Z,2005
21815,2005-08-01T13:13:00.000Z,2005
21816,2005-08-28T16:34:00.000Z,2005
21817,2005-08-29T16:28:00.000Z,2005
21818,2005-08-29T16:28:00.000Z,2005
21819,2005-07-22T18:51:00.000Z,2005
21820,2005-08-01T13:13:00.000Z,2005
21821,2005-08-28T16:34:00.000Z,2005
21822,2005-08-01T13:13:00.000Z,2005
21823,2005-07-22T18:51:00.000Z,2005
21824,2005-08-28T16:34:00.000Z,2005
21825,2005-08-23T19:45:00.000Z,2005
21826,2005-07-22T18:51:00.000Z,2005
21827,2005-08-29T16:28:00.000Z,2005
21828,2005-08-01T13:13:00.000Z,2005
21829,2005-07-22T18:51:00.000Z,2005
21830,2005-08-29T16:28:00.000Z,2005
21831,2005-08-28T16:34:00.000Z,2005
21832,2005-07-22T18:51:00.000Z,2005
21833,2005-08-29T16:28:00.000Z,2005
21834,2005-08-28T16:34:00.000Z,2005
21835,2005-08-23T19:35:00.000Z,2005
21836,2005-08-29T16:28:00.000Z,2005
21837,2005-08-29T16:28:00.000Z,2005
21838,2005-08-23T19:35:00.000Z,2005
21839,2005-08-01T13:13:00.000Z,2005
21840,2005-08-29T16:28:00.000Z,2005
21841,2005-08-28T16:34:00.000Z,2005
21842,2005-08-01T13:13:00.000Z,2005
21843,2005-08-23T19:35:00.000Z,2005
21844,2005-08-29T16:28:00.000Z,2005
21845,2005-08-29T16:28:00.000Z,2005
21846,2005-07-22T18:51:00.000Z,2005
21847,2005-07-22T18:51:00.000Z,2005
21848,2005-08-22T17:53:00.000Z,2005
21849,2005-08-23T19:45:00.000Z,2005
21850,2005-08-29T16:28:00.000Z,2005
21851,2005-08-29T16:28:00.000Z,2005
21852,2005-08-01T13:13:00.000Z,2005
21853,2005-08-01T13:13:00.000Z,2005
21854,2005-08-28T16:34:00.000Z,2005
21855,2005-08-29T16:28:00.000Z,2005
21856,2005-07-22T18:51:00.000Z,2005
21857,2005-07-22T18:51:00.000Z,2005
21858,2005-08-23T19:45:00.000Z,2005
21859,2005-08-28T16:34:00.000Z,2005
21860,2005-08-29T16:28:00.000Z,2005
21861,2005-07-22T18:51:00.000Z,2005
21862,2005-08-28T16:34:00.000Z,2005
21863,2005-08-29T16:28:00.000Z,2005
21864,2005-07-22T18:51:00.000Z,2005
21865,2005-08-28T16:34:00.000Z,2005
21866,2005-07-22T18:51:00.000Z,2005
21867,2005-08-23T19:45:00.000Z,2005
21868,2005-08-29T16:28:00.000Z,2005
21869,2005-08-01T13:13:00.000Z,2005
21870,2005-08-29T16:28:00.000Z,2005
21871,2005-08-29T16:28:00.000Z,2005
21872,2005-08-29T16:28:00.000Z,2005
21873,2005-08-29T16:28:00.000Z,2005
21874,2005-08-29T16:28:00.000Z,2005
21875,2005-08-29T16:28:00.000Z,2005
21876,2005-08-29T16:28:00.000Z,2005
21877,2005-08-29T16:28:00.000Z,2005
21878,2005-08-29T16:28:00.000Z,2005
21879,2005-08-29T16:28:00.000Z,2005
21880,2005-08-29T16:28:00.000Z,2005
21881,2005-08-29T16:28:00.000Z,2005
21882,2005-08-29T16:28:00.000Z,2005
21883,2005-08-29T16:28:00.000Z,2005
21884,2005-08-29T16:28:00.000Z,2005
21885,2005-08-29T16:28:00.000Z,2005
21886,2005-08-29T16:28:00.000Z,2005
21887,2005-08-29T16:28:00.000Z,2005
21888,2005-08-29T16:28:00.000Z,2005
21889,2005-08-29T14:32:00.000Z,2005
21890,2005-08-29T14:32:00.000Z,2005
21891,2005-08-29T14:32:00.000Z,2005
21892,2005-08-29T14:32:00.000Z,2005
21893,2005-08-29T16:28:00.000Z,2005
21894,2005-08-29T16:28:00.000Z,2005
21895,2005-08-29T14:32:00.000Z,2005
21896,2005-08-29T14:32:00.000Z,2005
21897,2005-08-29T14:32:00.000Z,2005
21898,2005-08-29T14:32:00.000Z,2005
21899,2005-08-29T16:28:00.000Z,2005
21900,2005-08-29T16:28:00.000Z,2005
21901,2005-08-29T14:32:00.000Z,2005
21902,2005-08-29T16:28:00.000Z,2005
21903,2005-08-29T14:32:00.000Z,2005
21904,2005-08-29T14:32:00.000Z,2005
21905,2005-08-29T16:28:00.000Z,2005
21906,2005-08-29T14:32:00.000Z,2005
21907,2005-08-29T14:32:00.000Z,2005
21908,2005-08-29T16:28:00.000Z,2005
21909,2005-08-29T14:32:00.000Z,2005
21910,2005-08-29T14:32:00.000Z,2005
21911,2005-08-29T16:28:00.000Z,2005
21912,2005-08-29T14:32:00.000Z,2005
21913,2005-08-29T14:32:00.000Z,2005
21914,2005-08-29T14:32:00.000Z,2005
21915,2005-08-29T16:28:00.000Z,2005
21916,2005-08-29T16:28:00.000Z,2005
21917,2005-08-29T14:32:00.000Z,2005
21918,2005-08-29T14:32:00.000Z,2005
21919,2005-08-29T16:28:00.000Z,2005
21920,2005-08-29T16:28:00.000Z,2005
21921,2005-08-29T16:28:00.000Z,2005
21922,2005-08-29T16:28:00.000Z,2005
21923,2005-08-29T14:32:00.000Z,2005
21924,2005-08-29T14:32:00.000Z,2005
21925,2005-08-29T14:32:00.000Z,2005
21926,2005-08-29T14:32:00.000Z,2005
21927,2005-08-29T16:28:00.000Z,2005
21928,2005-08-29T16:28:00.000Z,2005
21929,2005-08-29T14:32:00.000Z,2005
21930,2005-08-29T14:32:00.000Z,2005
21931,2005-08-29T14:32:00.000Z,2005
21932,2005-08-29T14:32:00.000Z,2005
21933,2005-08-29T16:28:00.000Z,2005
21934,2005-08-29T16:28:00.000Z,2005
21935,2005-08-29T14:32:00.000Z,2005
21936,2005-08-29T14:32:00.000Z,2005
21937,2005-08-29T14:32:00.000Z,2005
21938,2005-08-29T14:32:00.000Z,2005
21939,2005-08-29T16:28:00.000Z,2005
21940,2005-08-29T16:28:00.000Z,2005
21941,2005-08-29T16:28:00.000Z,2005
21942,2005-08-29T14:32:00.000Z,2005
21943,2005-08-29T14:32:00.000Z,2005
21944,2005-08-29T14:32:00.000Z,2005
21945,2005-08-29T14:32:00.000Z,2005
21946,2005-08-29T16:28:00.000Z,2005
21947,2005-08-29T16:28:00.000Z,2005
21948,2005-08-29T16:28:00.000Z,2005
21949,2005-08-29T14:32:00.000Z,2005
21950,2005-08-29T14:32:00.000Z,2005
21951,2005-08-29T14:32:00.000Z,2005
21952,2005-08-29T14:32:00.000Z,2005
21953,2005-08-29T16:28:00.000Z,2005
21954,2005-08-29T14:32:00.000Z,2005
21955,2005-08-29T16:28:00.000Z,2005
21956,2005-08-29T14:32:00.000Z,2005
21957,2005-08-29T14:32:00.000Z,2005
21958,2005-08-29T14:32:00.000Z,2005
21959,2005-08-29T16:28:00.000Z,2005
21960,2005-08-29T14:32:00.000Z,2005
21961,2005-08-29T14:32:00.000Z,2005
21962,2005-08-29T14:32:00.000Z,2005
21963,2005-08-29T16:28:00.000Z,2005
21964,2005-08-29T14:32:00.000Z,2005
21965,2005-08-29T14:32:00.000Z,2005
21966,2005-08-29T14:32:00.000Z,2005
21967,2005-08-29T14:32:00.000Z,2005
21968,2005-08-29T14:32:00.000Z,2005
21969,2005-08-29T14:32:00.000Z,2005
21970,2005-08-29T14:32:00.000Z,2005
21971,2005-08-29T14:32:00.000Z,2005
21972,2005-08-29T14:32:00.000Z,2005
21973,2005-08-29T14:32:00.000Z,2005
21974,2005-08-29T14:32:00.000Z,2005
21975,2005-08-29T14:32:00.000Z,2005
21976,2005-08-29T14:32:00.000Z,2005
21977,2005-08-29T14:32:00.000Z,2005
21978,2005-08-29T14:32:00.000Z,2005
21979,2005-08-29T14:32:00.000Z,2005
21980,2005-08-29T14:32:00.000Z,2005
21981,2005-08-29T14:32:00.000Z,2005
21982,2005-08-29T14:32:00.000Z,2005
21983,2005-08-29T14:32:00.000Z,2005
21984,2005-08-29T14:32:00.000Z,2005
21985,2005-08-29T20:31:00.000Z,2005
21986,2005-08-29T14:32:00.000Z,2005
21987,2005-09-24T19:58:00.000Z,2005
21988,2005-08-29T20:31:00.000Z,2005
21989,2005-09-24T19:58:00.000Z,2005
21990,2005-09-24T19:58:00.000Z,2005
21991,2005-08-29T14:32:00.000Z,2005
21992,2005-09-24T19:58:00.000Z,2005
21993,2005-08-29T20:31:00.000Z,2005
21994,2005-08-29T20:31:00.000Z,2005
21995,2005-09-24T19:58:00.000Z,2005
21996,2005-09-24T19:58:00.000Z,2005
21997,2005-09-24T19:58:00.000Z,2005
21998,2005-08-29T20:31:00.000Z,2005
21999,2005-09-24T19:58:00.000Z,2005
22000,2005-08-29T20:31:00.000Z,2005
22001,2005-09-24T19:58:00.000Z,2005
22002,2005-09-24T19:58:00.000Z,2005
22003,2005-08-29T14:32:00.000Z,2005
22004,2005-09-24T19:58:00.000Z,2005
22005,2005-08-29T20:31:00.000Z,2005
22006,2005-08-29T14:32:00.000Z,2005
22007,2005-09-24T19:58:00.000Z,2005
22008,2005-08-29T20:31:00.000Z,2005
22009,2005-09-24T19:58:00.000Z,2005
22010,2005-08-29T14:32:00.000Z,2005
22011,2005-09-24T19:58:00.000Z,2005
22012,2005-08-29T20:31:00.000Z,2005
22013,2005-09-24T19:58:00.000Z,2005
22014,2005-08-29T14:32:00.000Z,2005
22015,2005-08-29T20:31:00.000Z,2005
22016,2005-09-24T19:58:00.000Z,2005
22017,2005-09-24T19:58:00.000Z,2005
22018,2005-08-29T20:31:00.000Z,2005
22019,2005-08-29T20:31:00.000Z,2005
22020,2005-09-24T19:58:00.000Z,2005
22021,2005-09-24T19:58:00.000Z,2005
22022,2005-09-24T19:58:00.000Z,2005
22023,2005-08-29T20:31:00.000Z,2005
22024,2005-09-24T19:58:00.000Z,2005
22025,2005-08-29T14:32:00.000Z,2005
22026,2005-09-24T19:58:00.000Z,2005
22027,2005-09-24T19:58:00.000Z,2005
22028,2005-09-24T19:58:00.000Z,2005
22029,2005-08-29T20:31:00.000Z,2005
22030,2005-09-24T19:58:00.000Z,2005
22031,2005-09-24T19:58:00.000Z,2005
22032,2005-08-29T14:32:00.000Z,2005
22033,2005-08-29T14:32:00.000Z,2005
22034,2005-08-29T20:31:00.000Z,2005
22035,2005-08-29T20:31:00.000Z,2005
22036,2005-08-29T14:32:00.000Z,2005
22037,2005-09-24T19:58:00.000Z,2005
22038,2005-08-29T20:31:00.000Z,2005
22039,2005-09-24T19:58:00.000Z,2005
22040,2005-09-24T19:58:00.000Z,2005
22041,2005-08-29T14:32:00.000Z,2005
22042,2005-09-24T19:58:00.000Z,2005
22043,2005-09-24T19:58:00.000Z,2005
22044,2005-09-24T19:58:00.000Z,2005
22045,2005-09-24T19:58:00.000Z,2005
22046,2005-08-29T20:31:00.000Z,2005
22047,2005-09-24T19:58:00.000Z,2005
22048,2005-09-24T19:58:00.000Z,2005
22049,2005-08-29T14:32:00.000Z,2005
22050,2005-08-29T20:31:00.000Z,2005
22051,2005-09-24T19:58:00.000Z,2005
22052,2005-09-24T19:58:00.000Z,2005
22053,2005-09-24T19:58:00.000Z,2005
22054,2005-09-24T19:58:00.000Z,2005
22055,2005-08-29T20:31:00.000Z,2005
22056,2005-08-29T14:32:00.000Z,2005
22057,2005-09-24T19:58:00.000Z,2005
22058,2005-08-29T20:31:00.000Z,2005
22059,2005-09-24T19:58:00.000Z,2005
22060,2005-09-24T19:58:00.000Z,2005
22061,2005-09-24T19:58:00.000Z,2005
22062,2005-08-29T14:32:00.000Z,2005
22063,2005-08-29T20:31:00.000Z,2005
22064,2005-09-24T19:58:00.000Z,2005
22065,2005-09-24T19:58:00.000Z,2005
22066,2005-09-24T19:58:00.000Z,2005
22067,2005-09-24T19:58:00.000Z,2005
22068,2005-09-24T19:58:00.000Z,2005
22069,2005-09-24T19:58:00.000Z,2005
22070,2005-09-24T19:58:00.000Z,2005
22071,2005-09-24T19:58:00.000Z,2005
22072,2005-09-24T19:58:00.000Z,2005
22073,2005-09-24T19:58:00.000Z,2005
22074,2005-09-24T19:58:00.000Z,2005
22075,2005-09-24T19:58:00.000Z,2005
22076,2005-09-24T19:58:00.000Z,2005
22077,2005-09-24T19:58:00.000Z,2005
22078,2005-09-24T19:58:00.000Z,2005
22079,2005-09-24T19:58:00.000Z,2005
22080,2005-09-24T19:58:00.000Z,2005
22081,2005-09-24T19:58:00.000Z,2005
22082,2005-09-24T19:58:00.000Z,2005
22083,2005-09-24T19:58:00.000Z,2005
22084,2005-09-24T19:58:00.000Z,2005
22085,2005-09-24T19:58:00.000Z,2005
22086,2005-09-24T19:58:00.000Z,2005
22087,2005-09-24T19:58:00.000Z,2005
22088,2005-09-24T19:58:00.000Z,2005
22089,2005-09-24T19:58:00.000Z,2005
22090,2005-09-24T19:58:00.000Z,2005
22091,2005-09-24T19:58:00.000Z,2005
22092,2005-09-24T19:58:00.000Z,2005
22093,2005-09-24T19:58:00.000Z,2005
22094,2005-09-24T19:58:00.000Z,2005
22095,2005-09-24T19:58:00.000Z,2005
22096,2005-09-24T19:58:00.000Z,2005
22097,2005-09-24T19:58:00.000Z,2005
22098,2005-09-24T19:58:00.000Z,2005
22099,2005-09-24T19:58:00.000Z,2005
22100,2005-09-24T19:58:00.000Z,2005
22101,2005-09-24T19:58:00.000Z,2005
22102,2005-09-24T19:58:00.000Z,2005
22103,2005-09-24T19:58:00.000Z,2005
22104,2005-09-24T19:58:00.000Z,2005
22105,2005-09-24T19:58:00.000Z,2005
